|n1|rel|n2
3020|People looking for ensure that they are highly protected against external factors that are likely to harm them|Based_on|People looking for ensure that they are highly protected against external factors that are likely to harm them
3021|security|Based_on|security
3022|People looking for ensure that they are highly protected against external factors that are likely to harm them|Based_on|an individual within the organization might cause the essence of lacking or a party might make himself or herself not to feel safe . For example , security analyst and the forces mandated with ensuring security secure the perimeter of the organization , assets , or even an individual hence shielding against any external threats . However , they are not concerned with the internal aspects
3023|security|Based_on|safety
3024|an individual within the organization might cause the essence of lacking or a party might make himself or herself not to feel safe . For example , security analyst and the forces mandated with ensuring security secure the perimeter of the organization , assets , or even an individual hence shielding against any external threats . However , they are not concerned with the internal aspects|Based_on|People looking for ensure that they are highly protected against external factors that are likely to harm them
3025|safety|Based_on|security
3026|an individual within the organization might cause the essence of lacking or a party might make himself or herself not to feel safe . For example , security analyst and the forces mandated with ensuring security secure the perimeter of the organization , assets , or even an individual hence shielding against any external threats . However , they are not concerned with the internal aspects|Based_on|an individual within the organization might cause the essence of lacking or a party might make himself or herself not to feel safe . For example , security analyst and the forces mandated with ensuring security secure the perimeter of the organization , assets , or even an individual hence shielding against any external threats . However , they are not concerned with the internal aspects
3027|safety|Based_on|safety
3028|is primarily a local area networking technology that uses radio waves to provide high-speed internet access to mobile devices enabled with Wi-Fi . It not only allows mobile devices such as smartphones , laptops , and tablets to connect to the internet but also allows them to communicate with each other wirelessly|defines|Wi-Fi
3029|is a networking technology typically associated with a mobile telephone system that uses short-range radio stations to facilitate mobile device communication over areas comprised of cells and transceivers . Cellular means there is a cellular plan attached to the device which uses cellular signal to connect to the internet|defines|Cellular
3030|is primarily a local area networking technology that uses radio waves to provide high-speed internet access to mobile devices enabled with Wi-Fi . It not only allows mobile devices such as smartphones , laptops , and tablets to connect to the internet but also allows them to communicate with each other wirelessly|defines|Wi-Fi
3031|is a networking technology typically associated with a mobile telephone system that uses short-range radio stations to facilitate mobile device communication over areas comprised of cells and transceivers . Cellular means there is a cellular plan attached to the device which uses cellular signal to connect to the internet|defines|Cellular
3032|is primarily a local area networking technology that uses radio waves to provide high-speed internet access to mobile devices enabled with Wi-Fi . It not only allows mobile devices such as smartphones , laptops , and tablets to connect to the internet but also allows them to communicate with each other wirelessly|opposed|is a networking technology typically associated with a mobile telephone system that uses short-range radio stations to facilitate mobile device communication over areas comprised of cells and transceivers . Cellular means there is a cellular plan attached to the device which uses cellular signal to connect to the internet
3033|is primarily a local area networking technology that uses radio waves to provide high-speed internet access to mobile devices enabled with Wi-Fi . It not only allows mobile devices such as smartphones , laptops , and tablets to connect to the internet but also allows them to communicate with each other wirelessly|opposed|is a networking technology typically associated with a mobile telephone system that uses short-range radio stations to facilitate mobile device communication over areas comprised of cells and transceivers . Cellular means there is a cellular plan attached to the device which uses cellular signal to connect to the internet
3034|is primarily a local area networking technology that uses radio waves to provide high-speed internet access to mobile devices enabled with Wi-Fi . It not only allows mobile devices such as smartphones , laptops , and tablets to connect to the internet but also allows them to communicate with each other wirelessly|Based_on|is primarily a local area networking technology that uses radio waves to provide high-speed internet access to mobile devices enabled with Wi-Fi . It not only allows mobile devices such as smartphones , laptops , and tablets to connect to the internet but also allows them to communicate with each other wirelessly
3035|Wi-Fi|Based_on|Wi-Fi
3036|is primarily a local area networking technology that uses radio waves to provide high-speed internet access to mobile devices enabled with Wi-Fi . It not only allows mobile devices such as smartphones , laptops , and tablets to connect to the internet but also allows them to communicate with each other wirelessly|Based_on|is a networking technology typically associated with a mobile telephone system that uses short-range radio stations to facilitate mobile device communication over areas comprised of cells and transceivers . Cellular means there is a cellular plan attached to the device which uses cellular signal to connect to the internet
3037|Wi-Fi|Based_on|Cellular
3038|is a networking technology typically associated with a mobile telephone system that uses short-range radio stations to facilitate mobile device communication over areas comprised of cells and transceivers . Cellular means there is a cellular plan attached to the device which uses cellular signal to connect to the internet|Based_on|is primarily a local area networking technology that uses radio waves to provide high-speed internet access to mobile devices enabled with Wi-Fi . It not only allows mobile devices such as smartphones , laptops , and tablets to connect to the internet but also allows them to communicate with each other wirelessly
3039|Cellular|Based_on|Wi-Fi
3040|is a networking technology typically associated with a mobile telephone system that uses short-range radio stations to facilitate mobile device communication over areas comprised of cells and transceivers . Cellular means there is a cellular plan attached to the device which uses cellular signal to connect to the internet|Based_on|is a networking technology typically associated with a mobile telephone system that uses short-range radio stations to facilitate mobile device communication over areas comprised of cells and transceivers . Cellular means there is a cellular plan attached to the device which uses cellular signal to connect to the internet
3041|Cellular|Based_on|Cellular
3042|can take up to 600 shots on a full charge|defines|It
3043|the roughly 500 shots that the can take|defines|XTi
3044|A practices monogamy|defines|Christian
3045|early practiced polygamy with a branch of Mormonism still practicing it today|defines|Mormons
3046|can take up to 600 shots on a full charge|opposed|the roughly 500 shots that the can take
3047|A practices monogamy|opposed|early practiced polygamy with a branch of Mormonism still practicing it today
3048|can take up to 600 shots on a full charge|Based_on|A practices monogamy
3049|It|Based_on|Christian
3050|can take up to 600 shots on a full charge|Based_on|early practiced polygamy with a branch of Mormonism still practicing it today
3051|It|Based_on|Mormons
3052|the roughly 500 shots that the can take|Based_on|A practices monogamy
3053|XTi|Based_on|Christian
3054|the roughly 500 shots that the can take|Based_on|early practiced polygamy with a branch of Mormonism still practicing it today
3055|XTi|Based_on|Mormons
3056|differ from person to person|defines|Morals
3057|are similar in the group|defines|ethics
3058|Citing another example , a criminal defense lawyer will keep aside his morals when defending a criminal and murderer in court . It does not matter whether he considers the killing of another person to be against a moral code but , according to his he has to defend the client as strongly as possible . Here the lawyer knows that his client is guilty and , if released on the charges , can repeat his crime|defines|ethics ,
3059|His take a back seat as compared to his legal ethics|defines|morals
3060|differ from person to person|opposed|are similar in the group
3061|Citing another example , a criminal defense lawyer will keep aside his morals when defending a criminal and murderer in court . It does not matter whether he considers the killing of another person to be against a moral code but , according to his he has to defend the client as strongly as possible . Here the lawyer knows that his client is guilty and , if released on the charges , can repeat his crime|opposed|His take a back seat as compared to his legal ethics
3062|differ from person to person|Based_on|Citing another example , a criminal defense lawyer will keep aside his morals when defending a criminal and murderer in court . It does not matter whether he considers the killing of another person to be against a moral code but , according to his he has to defend the client as strongly as possible . Here the lawyer knows that his client is guilty and , if released on the charges , can repeat his crime
3063|Morals|Based_on|ethics ,
3064|differ from person to person|Based_on|His take a back seat as compared to his legal ethics
3065|Morals|Based_on|morals
3066|are similar in the group|Based_on|Citing another example , a criminal defense lawyer will keep aside his morals when defending a criminal and murderer in court . It does not matter whether he considers the killing of another person to be against a moral code but , according to his he has to defend the client as strongly as possible . Here the lawyer knows that his client is guilty and , if released on the charges , can repeat his crime
3067|ethics|Based_on|ethics ,
3068|are similar in the group|Based_on|His take a back seat as compared to his legal ethics
3069|ethics|Based_on|morals
3070|perishability of makes it be sold only when fresh after which it will not be suitable for human consumption|defines|paneer
3071|can be sold while fresh or even after processing|defines|tofu
3072|has a sour taste because it is formed by coagulation of milk . Furthermore , it is worth noting that tofu has some thick texture and slightly solid particles , especially the one extracted from soybeans|defines|Tofu
3073|it is meriting that has a sour to bitter taste because it is prepared by curdling mild with food acid like lemon juice and vinegar among others . It is also worth noting that paneer has a fine texture|defines|paneer
3074|perishability of makes it be sold only when fresh after which it will not be suitable for human consumption|opposed|can be sold while fresh or even after processing
3075|has a sour taste because it is formed by coagulation of milk . Furthermore , it is worth noting that tofu has some thick texture and slightly solid particles , especially the one extracted from soybeans|opposed|it is meriting that has a sour to bitter taste because it is prepared by curdling mild with food acid like lemon juice and vinegar among others . It is also worth noting that paneer has a fine texture
3076|perishability of makes it be sold only when fresh after which it will not be suitable for human consumption|Based_on|has a sour taste because it is formed by coagulation of milk . Furthermore , it is worth noting that tofu has some thick texture and slightly solid particles , especially the one extracted from soybeans
3077|paneer|Based_on|Tofu
3078|perishability of makes it be sold only when fresh after which it will not be suitable for human consumption|Based_on|it is meriting that has a sour to bitter taste because it is prepared by curdling mild with food acid like lemon juice and vinegar among others . It is also worth noting that paneer has a fine texture
3079|paneer|Based_on|paneer
3080|can be sold while fresh or even after processing|Based_on|has a sour taste because it is formed by coagulation of milk . Furthermore , it is worth noting that tofu has some thick texture and slightly solid particles , especially the one extracted from soybeans
3081|tofu|Based_on|Tofu
3082|can be sold while fresh or even after processing|Based_on|it is meriting that has a sour to bitter taste because it is prepared by curdling mild with food acid like lemon juice and vinegar among others . It is also worth noting that paneer has a fine texture
3083|tofu|Based_on|paneer
3084|: Chickenpox is a contagious disease caused by infection with varicella-zoster virus|defines|Chickenpox
3085|: Shingles is an infection of a nerve and the skin around it , caused by the reactivation of the varicella-zoster virus|defines|Shingles
3086|: The transmission of the virus is by an air-droplet pathway . The contagion occurs when droplets containing the virus , formed by the sneezing or coughing of an infected person , fall in the airways or the eyes of other people|defines|Chickenpox
3087|: After chickenpox , the infectious agent remains latent in the nerve ganglia of the body|defines|Shingles
3088|: Chickenpox is a contagious disease caused by infection with varicella-zoster virus|opposed|: Shingles is an infection of a nerve and the skin around it , caused by the reactivation of the varicella-zoster virus
3089|: The transmission of the virus is by an air-droplet pathway . The contagion occurs when droplets containing the virus , formed by the sneezing or coughing of an infected person , fall in the airways or the eyes of other people|opposed|: After chickenpox , the infectious agent remains latent in the nerve ganglia of the body
3090|: Chickenpox is a contagious disease caused by infection with varicella-zoster virus|Based_on|: The transmission of the virus is by an air-droplet pathway . The contagion occurs when droplets containing the virus , formed by the sneezing or coughing of an infected person , fall in the airways or the eyes of other people
3091|Chickenpox|Based_on|Chickenpox
3092|: Chickenpox is a contagious disease caused by infection with varicella-zoster virus|Based_on|: After chickenpox , the infectious agent remains latent in the nerve ganglia of the body
3093|Chickenpox|Based_on|Shingles
3094|: Shingles is an infection of a nerve and the skin around it , caused by the reactivation of the varicella-zoster virus|Based_on|: The transmission of the virus is by an air-droplet pathway . The contagion occurs when droplets containing the virus , formed by the sneezing or coughing of an infected person , fall in the airways or the eyes of other people
3095|Shingles|Based_on|Chickenpox
3096|: Shingles is an infection of a nerve and the skin around it , caused by the reactivation of the varicella-zoster virus|Based_on|: After chickenpox , the infectious agent remains latent in the nerve ganglia of the body
3097|Shingles|Based_on|Shingles
3098|is what you expect according to averages of atmospheric conditions collected over several years at a place|defines|Climate
3099|is what you get on a particular day|defines|Weather
3100|deals with the scientific study of climate|defines|Climatology
3101|is the study of the processes and phenomena of the atmosphere especially as a means of forecasting the weather|defines|Meteorology
3102|is what you expect according to averages of atmospheric conditions collected over several years at a place|opposed|is what you get on a particular day
3103|deals with the scientific study of climate|opposed|is the study of the processes and phenomena of the atmosphere especially as a means of forecasting the weather
3104|is what you expect according to averages of atmospheric conditions collected over several years at a place|Based_on|deals with the scientific study of climate
3105|Climate|Based_on|Climatology
3106|is what you expect according to averages of atmospheric conditions collected over several years at a place|Based_on|is the study of the processes and phenomena of the atmosphere especially as a means of forecasting the weather
3107|Climate|Based_on|Meteorology
3108|is what you get on a particular day|Based_on|deals with the scientific study of climate
3109|Weather|Based_on|Climatology
3110|is what you get on a particular day|Based_on|is the study of the processes and phenomena of the atmosphere especially as a means of forecasting the weather
3111|Weather|Based_on|Meteorology
3112|The blunt hoofs among are designed for them to travel longer distances|defines|elks
3113|their counterpart does n’t require such as the has a different migratory pattern giving them pointier|defines|moose hoofs
3114|The also differs from most elks in terms of traveling characteristics . Most or all moose prefer to travel alone or in small numbers ( rare ) . When they travel in pairs or more , they are usually walking with their young|defines|moose
3115|generally pack in herds . This is one of the easiest techniques in differentiating the two|defines|Elks
3116|The blunt hoofs among are designed for them to travel longer distances|opposed|their counterpart does n’t require such as the has a different migratory pattern giving them pointier
3117|The also differs from most elks in terms of traveling characteristics . Most or all moose prefer to travel alone or in small numbers ( rare ) . When they travel in pairs or more , they are usually walking with their young|opposed|generally pack in herds . This is one of the easiest techniques in differentiating the two
3118|The blunt hoofs among are designed for them to travel longer distances|Based_on|The also differs from most elks in terms of traveling characteristics . Most or all moose prefer to travel alone or in small numbers ( rare ) . When they travel in pairs or more , they are usually walking with their young
3119|elks|Based_on|moose
3120|The blunt hoofs among are designed for them to travel longer distances|Based_on|generally pack in herds . This is one of the easiest techniques in differentiating the two
3121|elks|Based_on|Elks
3122|their counterpart does n’t require such as the has a different migratory pattern giving them pointier|Based_on|The also differs from most elks in terms of traveling characteristics . Most or all moose prefer to travel alone or in small numbers ( rare ) . When they travel in pairs or more , they are usually walking with their young
3123|moose hoofs|Based_on|moose
3124|their counterpart does n’t require such as the has a different migratory pattern giving them pointier|Based_on|generally pack in herds . This is one of the easiest techniques in differentiating the two
3125|moose hoofs|Based_on|Elks
3126|is a dynamically typed programming language which is both dynamically typed and interpreted . It is typed strongly so variables can not be implicitly coerced to unrelated types as the interpreter keeps track of all variable types . This means we do not need to initialize variables because the type checking is done at runtime|defines|Python
3127|, on the other hand , is a static typed language which does not have type inheritance , method overloading , assertions , generic programming , or pointer arithmetic . It ’s a strongly , statically typed language which means the type of a variable is known at compile time|defines|Go
3128|As a programming language , is designed to keep things as simple as possible with the idea of creating a simple yet efficient programming language that is not only fast but also easy to learn and work with . Go has rich support for built-in concurrency using goroutines and channels which allows us to build complex concurrent pipelines|defines|Go
3129|, on the other hand , does n’t provide any built-in concurrency mechanism ; however , it does have built-in libraries for common concurrent programming constructs – multithreading and multiprocessing . In terms of concurrency , Go is easy to work with as compared to Python|defines|Python
3130|is a dynamically typed programming language which is both dynamically typed and interpreted . It is typed strongly so variables can not be implicitly coerced to unrelated types as the interpreter keeps track of all variable types . This means we do not need to initialize variables because the type checking is done at runtime|opposed|, on the other hand , is a static typed language which does not have type inheritance , method overloading , assertions , generic programming , or pointer arithmetic . It ’s a strongly , statically typed language which means the type of a variable is known at compile time
3131|As a programming language , is designed to keep things as simple as possible with the idea of creating a simple yet efficient programming language that is not only fast but also easy to learn and work with . Go has rich support for built-in concurrency using goroutines and channels which allows us to build complex concurrent pipelines|opposed|, on the other hand , does n’t provide any built-in concurrency mechanism ; however , it does have built-in libraries for common concurrent programming constructs – multithreading and multiprocessing . In terms of concurrency , Go is easy to work with as compared to Python
3132|is a dynamically typed programming language which is both dynamically typed and interpreted . It is typed strongly so variables can not be implicitly coerced to unrelated types as the interpreter keeps track of all variable types . This means we do not need to initialize variables because the type checking is done at runtime|Based_on|As a programming language , is designed to keep things as simple as possible with the idea of creating a simple yet efficient programming language that is not only fast but also easy to learn and work with . Go has rich support for built-in concurrency using goroutines and channels which allows us to build complex concurrent pipelines
3133|Python|Based_on|Go
3134|is a dynamically typed programming language which is both dynamically typed and interpreted . It is typed strongly so variables can not be implicitly coerced to unrelated types as the interpreter keeps track of all variable types . This means we do not need to initialize variables because the type checking is done at runtime|Based_on|, on the other hand , does n’t provide any built-in concurrency mechanism ; however , it does have built-in libraries for common concurrent programming constructs – multithreading and multiprocessing . In terms of concurrency , Go is easy to work with as compared to Python
3135|Python|Based_on|Python
3136|, on the other hand , is a static typed language which does not have type inheritance , method overloading , assertions , generic programming , or pointer arithmetic . It ’s a strongly , statically typed language which means the type of a variable is known at compile time|Based_on|As a programming language , is designed to keep things as simple as possible with the idea of creating a simple yet efficient programming language that is not only fast but also easy to learn and work with . Go has rich support for built-in concurrency using goroutines and channels which allows us to build complex concurrent pipelines
3137|Go|Based_on|Go
3138|, on the other hand , is a static typed language which does not have type inheritance , method overloading , assertions , generic programming , or pointer arithmetic . It ’s a strongly , statically typed language which means the type of a variable is known at compile time|Based_on|, on the other hand , does n’t provide any built-in concurrency mechanism ; however , it does have built-in libraries for common concurrent programming constructs – multithreading and multiprocessing . In terms of concurrency , Go is easy to work with as compared to Python
3139|Go|Based_on|Python
3140|: The symptoms of chickenpox are fever and itching rash . The rash appears , starting from the corpse and always affects the hairy part of the head . On the face the rash is scarce , and at the palms and soles it is almost missing|defines|Chickenpox
3141|: Pre-existing symptoms such as fatigue , muscle pain , burning , and tingling in the area of the skin , which will later be affected by the rash may occur . This can be accompanied by fever . The shingles proceeds with very severe pain and rash . The rash affects a skin area innervated from a particular peripheral nerve|defines|Shingles
3142|: The symptoms of chickenpox are fever and itching rash . The rash appears , starting from the corpse and always affects the hairy part of the head . On the face the rash is scarce , and at the palms and soles it is almost missing|defines|Chickenpox
3143|: Pre-existing symptoms such as fatigue , muscle pain , burning , and tingling in the area of the skin , which will later be affected by the rash may occur . This can be accompanied by fever . The shingles proceeds with very severe pain and rash . The rash affects a skin area innervated from a particular peripheral nerve|defines|Shingles
3144|: The symptoms of chickenpox are fever and itching rash . The rash appears , starting from the corpse and always affects the hairy part of the head . On the face the rash is scarce , and at the palms and soles it is almost missing|opposed|: Pre-existing symptoms such as fatigue , muscle pain , burning , and tingling in the area of the skin , which will later be affected by the rash may occur . This can be accompanied by fever . The shingles proceeds with very severe pain and rash . The rash affects a skin area innervated from a particular peripheral nerve
3145|: The symptoms of chickenpox are fever and itching rash . The rash appears , starting from the corpse and always affects the hairy part of the head . On the face the rash is scarce , and at the palms and soles it is almost missing|opposed|: Pre-existing symptoms such as fatigue , muscle pain , burning , and tingling in the area of the skin , which will later be affected by the rash may occur . This can be accompanied by fever . The shingles proceeds with very severe pain and rash . The rash affects a skin area innervated from a particular peripheral nerve
3146|: The symptoms of chickenpox are fever and itching rash . The rash appears , starting from the corpse and always affects the hairy part of the head . On the face the rash is scarce , and at the palms and soles it is almost missing|Based_on|: The symptoms of chickenpox are fever and itching rash . The rash appears , starting from the corpse and always affects the hairy part of the head . On the face the rash is scarce , and at the palms and soles it is almost missing
3147|Chickenpox|Based_on|Chickenpox
3148|: The symptoms of chickenpox are fever and itching rash . The rash appears , starting from the corpse and always affects the hairy part of the head . On the face the rash is scarce , and at the palms and soles it is almost missing|Based_on|: Pre-existing symptoms such as fatigue , muscle pain , burning , and tingling in the area of the skin , which will later be affected by the rash may occur . This can be accompanied by fever . The shingles proceeds with very severe pain and rash . The rash affects a skin area innervated from a particular peripheral nerve
3149|Chickenpox|Based_on|Shingles
3150|: Pre-existing symptoms such as fatigue , muscle pain , burning , and tingling in the area of the skin , which will later be affected by the rash may occur . This can be accompanied by fever . The shingles proceeds with very severe pain and rash . The rash affects a skin area innervated from a particular peripheral nerve|Based_on|: The symptoms of chickenpox are fever and itching rash . The rash appears , starting from the corpse and always affects the hairy part of the head . On the face the rash is scarce , and at the palms and soles it is almost missing
3151|Shingles|Based_on|Chickenpox
3152|: Pre-existing symptoms such as fatigue , muscle pain , burning , and tingling in the area of the skin , which will later be affected by the rash may occur . This can be accompanied by fever . The shingles proceeds with very severe pain and rash . The rash affects a skin area innervated from a particular peripheral nerve|Based_on|: Pre-existing symptoms such as fatigue , muscle pain , burning , and tingling in the area of the skin , which will later be affected by the rash may occur . This can be accompanied by fever . The shingles proceeds with very severe pain and rash . The rash affects a skin area innervated from a particular peripheral nerve
3153|Shingles|Based_on|Shingles
3154|Every citizen irrespective of being rich or poor has to pay|defines|tax
3155|has fixed sources , the sources of tax vary according to the needs|defines|Zakat
3156|Every citizen irrespective of being rich or poor has to pay|defines|tax
3157|has fixed sources , the sources of tax vary according to the needs|defines|Zakat
3158|Every citizen irrespective of being rich or poor has to pay|opposed|has fixed sources , the sources of tax vary according to the needs
3159|Every citizen irrespective of being rich or poor has to pay|opposed|has fixed sources , the sources of tax vary according to the needs
3160|Every citizen irrespective of being rich or poor has to pay|Based_on|Every citizen irrespective of being rich or poor has to pay
3161|tax|Based_on|tax
3162|Every citizen irrespective of being rich or poor has to pay|Based_on|has fixed sources , the sources of tax vary according to the needs
3163|tax|Based_on|Zakat
3164|has fixed sources , the sources of tax vary according to the needs|Based_on|Every citizen irrespective of being rich or poor has to pay
3165|Zakat|Based_on|tax
3166|has fixed sources , the sources of tax vary according to the needs|Based_on|has fixed sources , the sources of tax vary according to the needs
3167|Zakat|Based_on|Zakat
3168|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection|defines|progressivism
3169|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance|defines|Populism
3170|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection|defines|progressivism
3171|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance|defines|Populism
3172|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection|opposed|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance
3173|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection|opposed|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance
3174|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection|Based_on|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection
3175|progressivism|Based_on|progressivism
3176|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection|Based_on|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance
3177|progressivism|Based_on|Populism
3178|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance|Based_on|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection
3179|Populism|Based_on|progressivism
3180|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance|Based_on|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance
3181|Populism|Based_on|Populism
3182|To achieve the same level of performance as|defines|XP
3183|requires more advanced or additional hardware|defines|Vista
3184|was one of the first to bring the mesh system to home|defines|Eero
3185|the ’s global recognition helped keep the mesh technology expanding when it began to stagnate|defines|Google
3186|To achieve the same level of performance as|opposed|requires more advanced or additional hardware
3187|was one of the first to bring the mesh system to home|opposed|the ’s global recognition helped keep the mesh technology expanding when it began to stagnate
3188|To achieve the same level of performance as|Based_on|was one of the first to bring the mesh system to home
3189|XP|Based_on|Eero
3190|To achieve the same level of performance as|Based_on|the ’s global recognition helped keep the mesh technology expanding when it began to stagnate
3191|XP|Based_on|Google
3192|requires more advanced or additional hardware|Based_on|was one of the first to bring the mesh system to home
3193|Vista|Based_on|Eero
3194|requires more advanced or additional hardware|Based_on|the ’s global recognition helped keep the mesh technology expanding when it began to stagnate
3195|Vista|Based_on|Google
3196|, largely influenced by religion and tradition , believe that the government should restrict abortion . In fact , Republicans think that an unborn child has the fundamental right to live which can not be taken away|defines|Republicans
3197|support Roe vs Wade and believe that a woman should have the right to make her own decisions regarding her pregnancy and that the government has no right to get involved with any woman ’s pregnancy . Instead of eliminating abortion , Democrats want to reduce the number of unintended pregnancies by enhancing the level of sex education in all schools . An increased awareness would also reduce the number of cases of sexually transmitted diseases|defines|Democrats
3198|oppose gun control laws and believe that one should be able to obtain ammunitions with no registration . Republicans also strongly support the right of self - defense|defines|Republicans
3199|are in favor of an increase in arm control but recognize that the Second Amendment is an important part of the American tradition and that the right to use firearms should be preserved . Democrats advocate for the reinstatement of the assault weapons ban and believe that the government should make the background check system stronger|defines|Democrats
3200|, largely influenced by religion and tradition , believe that the government should restrict abortion . In fact , Republicans think that an unborn child has the fundamental right to live which can not be taken away|opposed|support Roe vs Wade and believe that a woman should have the right to make her own decisions regarding her pregnancy and that the government has no right to get involved with any woman ’s pregnancy . Instead of eliminating abortion , Democrats want to reduce the number of unintended pregnancies by enhancing the level of sex education in all schools . An increased awareness would also reduce the number of cases of sexually transmitted diseases
3201|oppose gun control laws and believe that one should be able to obtain ammunitions with no registration . Republicans also strongly support the right of self - defense|opposed|are in favor of an increase in arm control but recognize that the Second Amendment is an important part of the American tradition and that the right to use firearms should be preserved . Democrats advocate for the reinstatement of the assault weapons ban and believe that the government should make the background check system stronger
3202|, largely influenced by religion and tradition , believe that the government should restrict abortion . In fact , Republicans think that an unborn child has the fundamental right to live which can not be taken away|Based_on|oppose gun control laws and believe that one should be able to obtain ammunitions with no registration . Republicans also strongly support the right of self - defense
3203|Republicans|Based_on|Republicans
3204|, largely influenced by religion and tradition , believe that the government should restrict abortion . In fact , Republicans think that an unborn child has the fundamental right to live which can not be taken away|Based_on|are in favor of an increase in arm control but recognize that the Second Amendment is an important part of the American tradition and that the right to use firearms should be preserved . Democrats advocate for the reinstatement of the assault weapons ban and believe that the government should make the background check system stronger
3205|Republicans|Based_on|Democrats
3206|support Roe vs Wade and believe that a woman should have the right to make her own decisions regarding her pregnancy and that the government has no right to get involved with any woman ’s pregnancy . Instead of eliminating abortion , Democrats want to reduce the number of unintended pregnancies by enhancing the level of sex education in all schools . An increased awareness would also reduce the number of cases of sexually transmitted diseases|Based_on|oppose gun control laws and believe that one should be able to obtain ammunitions with no registration . Republicans also strongly support the right of self - defense
3207|Democrats|Based_on|Republicans
