,n1,rel,n20|is the quality of a statement being true or accurate|defines|Truth
1787|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|Based_on|the refers to the process of drawing specific conclusions from general statements / observations
1788|A in an argument is the main point the arguer is trying to prove|Based_on|The refers to the process of deriving generalizations from specific observations
1789|A in an argument is the main point the arguer is trying to prove|Based_on|the refers to the process of drawing specific conclusions from general statements / observations
1790|is a property of premises and conclusions|defines|truth
1791|is a property of arguments|defines|validity
1792|is only limited to telling the truth|defines|truthfulness
1793|also includes the quality of being sincere|defines|being honest
1794|is a property of premises and conclusions|opposed|is a property of arguments
1795|is only limited to telling the truth|opposed|also includes the quality of being sincere
1796|is a property of premises and conclusions|Based_on|is only limited to telling the truth
1797|is a property of premises and conclusions|Based_on|also includes the quality of being sincere
1798|is a property of arguments|Based_on|is only limited to telling the truth
1799|is a property of arguments|Based_on|also includes the quality of being sincere
1800|refers to anything that is owned by a person or an entity|defines|property
1801|refer to land and buildings on it|defines|premises
1802|is a property of premises and conclusions|defines|truth
1803|is a property of arguments|defines|validity
1804|refers to anything that is owned by a person or an entity|opposed|refer to land and buildings on it
1805|is a property of premises and conclusions|opposed|is a property of arguments
1806|refers to anything that is owned by a person or an entity|Based_on|is a property of premises and conclusions
1807|refers to anything that is owned by a person or an entity|Based_on|is a property of arguments
1808|refer to land and buildings on it|Based_on|is a property of premises and conclusions
1809|refer to land and buildings on it|Based_on|is a property of arguments
1810|can be either tangible , intangible , movable or immovable|defines|Property
1811|, which generally refers to a building with the land surrounding it , is tangible and immovable property|defines|Premises
1812|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|defines|Property
1813|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|defines|premises
1814|can be either tangible , intangible , movable or immovable|opposed|, which generally refers to a building with the land surrounding it , is tangible and immovable property
1815|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|opposed|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
1816|can be either tangible , intangible , movable or immovable|Based_on|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner
1817|can be either tangible , intangible , movable or immovable|Based_on|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
1818|, which generally refers to a building with the land surrounding it , is tangible and immovable property|Based_on|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner
1819|, which generally refers to a building with the land surrounding it , is tangible and immovable property|Based_on|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
1820|refers to anything that is owned by a person or an entity|defines|Property
1821|refer to land and buildings and other structures on it|defines|premises
1822|is the quality of a statement being true or accurate|defines|Truth
1823|An argument is when its conclusion follows logically from the premises|defines|valid
1824|refers to anything that is owned by a person or an entity|opposed|refer to land and buildings and other structures on it
1825|is the quality of a statement being true or accurate|opposed|An argument is when its conclusion follows logically from the premises
1826|refers to anything that is owned by a person or an entity|Based_on|is the quality of a statement being true or accurate
1827|refers to anything that is owned by a person or an entity|Based_on|An argument is when its conclusion follows logically from the premises
1828|refer to land and buildings and other structures on it|Based_on|is the quality of a statement being true or accurate
1829|refer to land and buildings and other structures on it|Based_on|An argument is when its conclusion follows logically from the premises
1830|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|defines|Property
1831|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|defines|premises
1832|is a property of premises and conclusions|defines|truth
1833|is a property of arguments|defines|validity
1834|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|opposed|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
1835|is a property of premises and conclusions|opposed|is a property of arguments
1836|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|Based_on|is a property of premises and conclusions
1837|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|Based_on|is a property of arguments
1838|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|Based_on|is a property of premises and conclusions
1839|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|Based_on|is a property of arguments
1840|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|defines|Soundness
1841|A argument is not necessarily a sound argument|defines|valid
1842|a argument is valid and has true premises|defines|sound
1843|an argument is invalid and/or has at least one false premises|defines|unsound
1844|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|opposed|A argument is not necessarily a sound argument
1845|a argument is valid and has true premises|opposed|an argument is invalid and/or has at least one false premises
1846|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|Based_on|a argument is valid and has true premises
1847|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|Based_on|an argument is invalid and/or has at least one false premises
1848|A argument is not necessarily a sound argument|Based_on|a argument is valid and has true premises
1849|A argument is not necessarily a sound argument|Based_on|an argument is invalid and/or has at least one false premises
1850|A is an argument that is valid and has true premises|defines|sound argument
1851|an is an argument that is invalid or has at least one false premises|defines|unsound argument
1852|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|defines|Soundness
1853|A argument is not necessarily a sound argument|defines|valid
1854|A is an argument that is valid and has true premises|opposed|an is an argument that is invalid or has at least one false premises
1855|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|opposed|A argument is not necessarily a sound argument
1856|A is an argument that is valid and has true premises|Based_on|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true
1857|A is an argument that is valid and has true premises|Based_on|A argument is not necessarily a sound argument
1858|an is an argument that is invalid or has at least one false premises|Based_on|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true
1859|an is an argument that is invalid or has at least one false premises|Based_on|A argument is not necessarily a sound argument
1860|is generally used in cases where there is a limited choice|defines|which
1861|is used when the choice is bigger|defines|what
1862|is the opinion or the method by which one approaches a given situation|defines|Attitude
1863|on the other hand makes one to do a particular thing even if the world is watching|defines|Character
1864|is generally used in cases where there is a limited choice|opposed|is used when the choice is bigger
1865|is the opinion or the method by which one approaches a given situation|opposed|on the other hand makes one to do a particular thing even if the world is watching
1866|is generally used in cases where there is a limited choice|Based_on|is the opinion or the method by which one approaches a given situation
1867|is generally used in cases where there is a limited choice|Based_on|on the other hand makes one to do a particular thing even if the world is watching
1868|is used when the choice is bigger|Based_on|is the opinion or the method by which one approaches a given situation
1869|is used when the choice is bigger|Based_on|on the other hand makes one to do a particular thing even if the world is watching
1870|is the systematic study of the form of arguments|defines|logic
1871|is the application of logic to understand and judge something|defines|reason
1872|is the systematic study of the form of arguments|defines|logic
1873|is the application of logic to understand and judge something|defines|reason
1874|is the systematic study of the form of arguments|opposed|is the application of logic to understand and judge something
1875|is the systematic study of the form of arguments|opposed|is the application of logic to understand and judge something
1876|is the systematic study of the form of arguments|Based_on|is the systematic study of the form of arguments
1877|is the systematic study of the form of arguments|Based_on|is the application of logic to understand and judge something
1878|is the application of logic to understand and judge something|Based_on|is the systematic study of the form of arguments
1879|is the application of logic to understand and judge something|Based_on|is the application of logic to understand and judge something
1880|is the systematic study of the form of arguments|defines|Logic
1881|is the power of the mind to think , understand , and form judgments logically|defines|Reason
1882|is the systematic study of the form of arguments|defines|Logic
1883|is the power of the mind to think , understand , and form judgments logically|defines|Reason
1884|is the systematic study of the form of arguments|opposed|is the power of the mind to think , understand , and form judgments logically
1885|is the systematic study of the form of arguments|opposed|is the power of the mind to think , understand , and form judgments logically
1886|is the systematic study of the form of arguments|Based_on|is the systematic study of the form of arguments
1887|is the systematic study of the form of arguments|Based_on|is the power of the mind to think , understand , and form judgments logically
1888|is the power of the mind to think , understand , and form judgments logically|Based_on|is the systematic study of the form of arguments
1889|is the power of the mind to think , understand , and form judgments logically|Based_on|is the power of the mind to think , understand , and form judgments logically
1890|is a noun|defines|Logic
1891|is a noun and a verb|defines|Reason
1892|In , knowledge can be verified through scientific methods and mathematical / logical proof ,|defines|positivism
1893|in , the experience is the origin of knowledge|defines|empiricism
1894|is a noun|opposed|is a noun and a verb
1895|In , knowledge can be verified through scientific methods and mathematical / logical proof ,|opposed|in , the experience is the origin of knowledge
1896|is a noun|Based_on|In , knowledge can be verified through scientific methods and mathematical / logical proof ,
1897|is a noun|Based_on|in , the experience is the origin of knowledge
1898|is a noun and a verb|Based_on|In , knowledge can be verified through scientific methods and mathematical / logical proof ,
1899|is a noun and a verb|Based_on|in , the experience is the origin of knowledge
1900|A simply refers to a cause or explanation . It explains why someone did something or why something happened|defines|reason
1901|An , on the other hand , is also a type of reason that specifically justifies or defends a fault|defines|excuse
1902|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|defines|Reason
1903|has nothing to do with judgment , conception , reasoning and intuition for that matter|defines|cause
1904|A simply refers to a cause or explanation . It explains why someone did something or why something happened|opposed|An , on the other hand , is also a type of reason that specifically justifies or defends a fault
1905|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|opposed|has nothing to do with judgment , conception , reasoning and intuition for that matter
1906|A simply refers to a cause or explanation . It explains why someone did something or why something happened|Based_on|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too
1907|A simply refers to a cause or explanation . It explains why someone did something or why something happened|Based_on|has nothing to do with judgment , conception , reasoning and intuition for that matter
1908|An , on the other hand , is also a type of reason that specifically justifies or defends a fault|Based_on|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too
1909|An , on the other hand , is also a type of reason that specifically justifies or defends a fault|Based_on|has nothing to do with judgment , conception , reasoning and intuition for that matter
1910|: A reason simply refers to a cause or explanation|defines|Reason
1911|: An excuse is a type of reason that specifically justifies or defends a fault|defines|Excuse
1912|: A reason merely explains something|defines|Reason
1913|: An excuse justifies the fault|defines|Excuse
1914|: A reason simply refers to a cause or explanation|opposed|: An excuse is a type of reason that specifically justifies or defends a fault
1915|: A reason merely explains something|opposed|: An excuse justifies the fault
1916|: A reason simply refers to a cause or explanation|Based_on|: A reason merely explains something
1917|: A reason simply refers to a cause or explanation|Based_on|: An excuse justifies the fault
1918|: An excuse is a type of reason that specifically justifies or defends a fault|Based_on|: A reason merely explains something
1919|: An excuse is a type of reason that specifically justifies or defends a fault|Based_on|: An excuse justifies the fault
1920|: A reason merely explains something|defines|Reason
1921|: An excuse justifies the fault|defines|Excuse
1922|: A reason simply refers to a cause or explanation|defines|Reason
1923|: An excuse is a type of reason that specifically justifies or defends a fault|defines|Excuse
1924|: A reason merely explains something|opposed|: An excuse justifies the fault
1925|: A reason simply refers to a cause or explanation|opposed|: An excuse is a type of reason that specifically justifies or defends a fault
1926|: A reason merely explains something|Based_on|: A reason simply refers to a cause or explanation
1927|: A reason merely explains something|Based_on|: An excuse is a type of reason that specifically justifies or defends a fault
1928|: An excuse justifies the fault|Based_on|: A reason simply refers to a cause or explanation
1929|: An excuse justifies the fault|Based_on|: An excuse is a type of reason that specifically justifies or defends a fault
1930|: The main function is not to justify , but to explain|defines|Reason
1931|: The main function is to justify or defend a fault|defines|Excuse
1932|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|defines|premise
1933|A in an argument is the main point the arguer is trying to prove|defines|conclusion
1934|: The main function is not to justify , but to explain|opposed|: The main function is to justify or defend a fault
1935|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|opposed|A in an argument is the main point the arguer is trying to prove
1936|: The main function is not to justify , but to explain|Based_on|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise
1937|: The main function is not to justify , but to explain|Based_on|A in an argument is the main point the arguer is trying to prove
1938|: The main function is to justify or defend a fault|Based_on|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise
1939|: The main function is to justify or defend a fault|Based_on|A in an argument is the main point the arguer is trying to prove
1940|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|defines|cause
1941|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|defines|reason
1942|A simply refers to a cause or explanation . It explains why someone did something or why something happened|defines|reason
1943|An , on the other hand , is also a type of reason that specifically justifies or defends a fault|defines|excuse
1944|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|opposed|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
1945|A simply refers to a cause or explanation . It explains why someone did something or why something happened|opposed|An , on the other hand , is also a type of reason that specifically justifies or defends a fault
1946|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|Based_on|A simply refers to a cause or explanation . It explains why someone did something or why something happened
1947|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|Based_on|An , on the other hand , is also a type of reason that specifically justifies or defends a fault
1948|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|Based_on|A simply refers to a cause or explanation . It explains why someone did something or why something happened
1949|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|Based_on|An , on the other hand , is also a type of reason that specifically justifies or defends a fault
1950|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|defines|Reason
1951|has nothing to do with judgment , conception , reasoning and intuition for that matter|defines|cause
1952|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|defines|cause
1953|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|defines|reason
1954|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|opposed|has nothing to do with judgment , conception , reasoning and intuition for that matter
1955|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|opposed|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
1956|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|Based_on|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause
1957|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|Based_on|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
1958|has nothing to do with judgment , conception , reasoning and intuition for that matter|Based_on|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause
1959|has nothing to do with judgment , conception , reasoning and intuition for that matter|Based_on|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
1960|means good enough or something that is sufficient for a need or requirement|defines|Adequate
1961|is used in situations where you mean to say sufficient|defines|Enough
1962|means good enough or something that is sufficient for a need or requirement|defines|Adequate
1963|is used in situations where you mean to say sufficient|defines|Enough
1964|means good enough or something that is sufficient for a need or requirement|opposed|is used in situations where you mean to say sufficient
1965|means good enough or something that is sufficient for a need or requirement|opposed|is used in situations where you mean to say sufficient
1966|means good enough or something that is sufficient for a need or requirement|Based_on|means good enough or something that is sufficient for a need or requirement
1967|means good enough or something that is sufficient for a need or requirement|Based_on|is used in situations where you mean to say sufficient
1968|is used in situations where you mean to say sufficient|Based_on|means good enough or something that is sufficient for a need or requirement
1969|is used in situations where you mean to say sufficient|Based_on|is used in situations where you mean to say sufficient
1970|is always based on reality|defines|truth
1971|can be sometimes based on falsehood|defines|knowledge
1972|In , knowledge can be verified through scientific methods and mathematical / logical proof ,|defines|positivism
1973|in , the experience is the origin of knowledge|defines|empiricism
1974|is always based on reality|opposed|can be sometimes based on falsehood
1975|In , knowledge can be verified through scientific methods and mathematical / logical proof ,|opposed|in , the experience is the origin of knowledge
1976|is always based on reality|Based_on|In , knowledge can be verified through scientific methods and mathematical / logical proof ,
1977|is always based on reality|Based_on|in , the experience is the origin of knowledge
1978|can be sometimes based on falsehood|Based_on|In , knowledge can be verified through scientific methods and mathematical / logical proof ,
1979|can be sometimes based on falsehood|Based_on|in , the experience is the origin of knowledge
1980|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|defines|expectations
1981|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect|defines|reality
1982|is always based on reality|defines|truth
1983|can be sometimes based on falsehood|defines|knowledge
1984|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|opposed|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect
1985|is always based on reality|opposed|can be sometimes based on falsehood
1986|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|Based_on|is always based on reality
1987|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|Based_on|can be sometimes based on falsehood
1988|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect|Based_on|is always based on reality
1989|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect|Based_on|can be sometimes based on falsehood
1990|is the way how a person understands something and different people may have different perceptions for the same thing|defines|Perception
1991|, on the other hand , is the truth and the actual existence of something|defines|Realty
1992|is the way how a person understands something and different people may have different perceptions for the same thing|defines|Perception
1993|, on the other hand , is the truth and the actual existence of something|defines|Realty
1994|is the way how a person understands something and different people may have different perceptions for the same thing|opposed|, on the other hand , is the truth and the actual existence of something
1995|is the way how a person understands something and different people may have different perceptions for the same thing|opposed|, on the other hand , is the truth and the actual existence of something
1996|is the way how a person understands something and different people may have different perceptions for the same thing|Based_on|is the way how a person understands something and different people may have different perceptions for the same thing
1997|is the way how a person understands something and different people may have different perceptions for the same thing|Based_on|, on the other hand , is the truth and the actual existence of something
1998|, on the other hand , is the truth and the actual existence of something|Based_on|is the way how a person understands something and different people may have different perceptions for the same thing
1999|, on the other hand , is the truth and the actual existence of something|Based_on|, on the other hand , is the truth and the actual existence of something
2000|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|defines|reality
2001|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change|defines|truth
2002|can not be challenged|defines|reality
2003|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though|defines|truth
2004|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|opposed|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
2005|can not be challenged|opposed|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
2006|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|Based_on|can not be challenged
2007|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|Based_on|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
2008|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change|Based_on|can not be challenged
2009|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change|Based_on|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
2010|tells us about the real nature of a particular thing , experience , existence and the like|defines|Reality
2011|tells about the fact that has been invented or experimented|defines|Truth
2012|What is found out in is what is given ultimately as truth|defines|reality
2013|Hence needs the observance of reality|defines|truth
2014|tells us about the real nature of a particular thing , experience , existence and the like|opposed|tells about the fact that has been invented or experimented
2015|What is found out in is what is given ultimately as truth|opposed|Hence needs the observance of reality
2016|tells us about the real nature of a particular thing , experience , existence and the like|Based_on|What is found out in is what is given ultimately as truth
2017|tells us about the real nature of a particular thing , experience , existence and the like|Based_on|Hence needs the observance of reality
2018|tells about the fact that has been invented or experimented|Based_on|What is found out in is what is given ultimately as truth
2019|tells about the fact that has been invented or experimented|Based_on|Hence needs the observance of reality
2020|What is found out in is what is given ultimately as truth|defines|reality
2021|Hence needs the observance of reality|defines|truth
2022|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|defines|expectations
2023|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect|defines|reality
2024|What is found out in is what is given ultimately as truth|opposed|Hence needs the observance of reality
2025|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|opposed|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect
2026|What is found out in is what is given ultimately as truth|Based_on|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc
2027|What is found out in is what is given ultimately as truth|Based_on|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect
2028|Hence needs the observance of reality|Based_on|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc
2029|Hence needs the observance of reality|Based_on|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect
2030|can not be challenged|defines|reality
2031|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though|defines|truth
2032|is always based on reality|defines|truth
2033|can be sometimes based on falsehood|defines|knowledge
2034|can not be challenged|opposed|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
2035|is always based on reality|opposed|can be sometimes based on falsehood
2036|can not be challenged|Based_on|is always based on reality
2037|can not be challenged|Based_on|can be sometimes based on falsehood
2038|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though|Based_on|is always based on reality
2039|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though|Based_on|can be sometimes based on falsehood
2040|is a property of premises and conclusions|defines|truth
2041|is a property of arguments|defines|validity
2042|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|defines|reality
2043|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change|defines|truth
2044|is a property of premises and conclusions|opposed|is a property of arguments
2045|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|opposed|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
2046|is a property of premises and conclusions|Based_on|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature
2047|is a property of premises and conclusions|Based_on|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
2048|is a property of arguments|Based_on|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature
2049|is a property of arguments|Based_on|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
2050|is the quality of a statement being true or accurate|defines|Truth
2051|An argument is when its conclusion follows logically from the premises|defines|valid
2052|A is an argument that is valid and has true premises|defines|sound argument
2053|an is an argument that is invalid or has at least one false premises|defines|unsound argument
2054|is the quality of a statement being true or accurate|opposed|An argument is when its conclusion follows logically from the premises
2055|A is an argument that is valid and has true premises|opposed|an is an argument that is invalid or has at least one false premises
2056|is the quality of a statement being true or accurate|Based_on|A is an argument that is valid and has true premises
2057|is the quality of a statement being true or accurate|Based_on|an is an argument that is invalid or has at least one false premises
2058|An argument is when its conclusion follows logically from the premises|Based_on|A is an argument that is valid and has true premises
2059|An argument is when its conclusion follows logically from the premises|Based_on|an is an argument that is invalid or has at least one false premises
2060|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|defines|premise
2061|A in an argument is the main point the arguer is trying to prove|defines|conclusion
2062|The refers to the process of deriving generalizations from specific observations|defines|former
2063|the refers to the process of drawing specific conclusions from general statements / observations|defines|latter
2064|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|opposed|A in an argument is the main point the arguer is trying to prove
2065|The refers to the process of deriving generalizations from specific observations|opposed|the refers to the process of drawing specific conclusions from general statements / observations
2066|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|Based_on|The refers to the process of deriving generalizations from specific observations
2067|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|Based_on|the refers to the process of drawing specific conclusions from general statements / observations
2068|A in an argument is the main point the arguer is trying to prove|Based_on|The refers to the process of deriving generalizations from specific observations
